FID,REPORTDATE,BLOCKADD,OFFENSE
27857,2009-04-29 00:00:00,2800 Block 17th St,Burglary
27858,2011-06-22 00:00:00,2000 Block 13th St,Vandalism
27859,2009-08-20 00:00:00,1600 Block 30th St,Robbery
27860,2009-04-07 00:00:00,800 Block Inca Pkwy,Theft From Vehicle
27861,2012-07-13 00:00:00,2900 Block Baseline Rd,Trespassing
27862,2009-07-23 00:00:00,13th St & Arapahoe Ave,Assault
27863,2012-10-15 00:00:00,3700 Block Baseline Rd,Vandalism
27864,2009-10-04 00:00:00,1200 Block Pine St,Burglary
27865,2009-06-17 00:00:00,1300 Block Yellow Pine Ave,Vandalism
27866,2012-08-14 00:00:00,2100 Block W Goss Cir,Incident
27867,2009-09-08 00:00:00,1500 Block 30th St,Theft From Vehicle
27868,2008-04-24 00:00:00,2600 Block Baseline Rd,Burglary
27869,2008-01-08 00:00:00,2900 Block Diagonal Hwy,Trespassing
27870,2011-01-15 00:00:00,1000 Block Lincoln Pl,Vandalism
27871,2009-06-13 00:00:00,30th St & Canyon Creek Rd,Trespassing
27872,2008-04-17 00:00:00,900 Block Pearl St,Incident
27873,2009-08-10 00:00:00,1500 Block 55th St,Incident
27874,2008-12-20 00:00:00,5000 Block Butte St,Assault
27875,2012-06-19 00:00:00,21st St & Canyon Blvd,Vandalism
27876,2009-05-24 00:00:00,1900 Block Vista Dr,Theft From Vehicle
27877,2008-11-01 00:00:00,2500 Block Kohler Dr,Vandalism
27878,2012-07-18 00:00:00,1000 Block Canyon Blvd,Theft Of Car Parts
27879,2012-05-12 00:00:00,1600 Block 30th St,Trespassing
27880,2009-04-15 00:00:00,2300 Block Pearl St,Vandalism
27881,2012-05-27 00:00:00,2100 Block 28th St,Theft From Vehicle
27882,2010-07-13 00:00:00,Baseline Rd & Broadway,Assault
27883,2008-05-25 00:00:00,3200 Block Broadway,Vandalism
27884,2009-08-07 00:00:00,1200 Block Cedar Ave,Burglary
27885,2010-01-04 00:00:00,4400 Block Broadway,Trespassing
27886,2010-01-26 00:00:00,4000 Block Hanover Av,Trespassing
27887,2012-06-19 00:00:00,1100 Block Grandview Ave,Vandalism
27888,2011-01-11 00:00:00,3900 Block Orchard Ct,Theft From Vehicle
27889,2011-10-20 00:00:00,14th St & Spruce St,Vandalism
27890,2008-11-23 00:00:00,1500 Block 30th St,Trespassing
27891,2012-04-28 00:00:00,1100 Block 13th St,Auto Theft
27892,2010-08-30 00:00:00,Folsom St & Taft Dr,Vandalism
27893,2009-04-23 00:00:00,900 Block Marine St,Vandalism
27894,2008-03-15 00:00:00,Lincoln Pl & Marine St,Assault
27895,2008-02-10 00:00:00,4800 Block Baseline Rd,Vandalism
27896,2009-06-09 00:00:00,1500 Block 30th St,Vandalism
27897,2011-08-18 00:00:00,14th St & Canyon Blvd,Vandalism
27898,2011-07-30 00:00:00,900 Block Pleasant St,Vandalism
27899,2010-04-19 00:00:00,4600 Block 15th St,Theft From Vehicle
27900,2011-01-07 00:00:00,2400 Block Cragmore Rd,Vandalism
27901,2011-07-11 00:00:00,1100 Block 30th St,Vandalism
27902,2008-06-23 00:00:00,20th St & Goss St,Auto Theft
27903,2011-07-23 00:00:00,2800 Block Pearl St,Incident
27904,2008-01-10 00:00:00,1600 Block Broadway,Theft From Vehicle
27905,2012-10-27 00:00:00,1400 Block Mapleton Ave,Trespassing
27906,2011-06-22 00:00:00,1000 Block 16th St,Vandalism
27907,2012-12-19 00:00:00,2700 Block Moorhead Ave,Vandalism
27908,2010-07-03 00:00:00,2700 Block Folsom St,Trespassing
27909,2008-04-29 00:00:00,3000 Block Broadway,Burglary
27910,2008-02-24 00:00:00,900 Block 11th St,Vandalism
27911,2009-09-24 00:00:00,800 Block Arapahoe Ave,Incident
27912,2008-07-11 00:00:00,700 Block Arapahoe Ave,Theft From Vehicle
27913,2009-05-11 00:00:00,1600 Block Lee Hill Dr,Theft From Vehicle
27914,2009-05-25 00:00:00,3400 Block 47th St,Vandalism
27915,2009-04-30 00:00:00,1400 Block Canyon Bv,Auto Theft
27916,2009-04-13 00:00:00,3100 Block Bell Dr,Burglary
27917,2009-03-16 00:00:00,1000 Block Adams Cir,Theft From Vehicle
27918,2009-08-15 00:00:00,2900 Block Baseline Rd,Theft From Vehicle
27919,2011-11-05 00:00:00,27th Way & Baseline Rd,Vandalism
27920,2011-09-09 00:00:00,2600 Block Broadway,Theft From Vehicle
27921,2011-12-18 00:00:00,900 Block Pearl St,Vandalism
27922,2009-06-18 00:00:00,700 Block 9th St,Theft From Vehicle
27923,2008-11-01 00:00:00,19th St & Iris Ave,Theft From Vehicle
27924,2010-11-20 00:00:00,18th St & Aurora Ave,Vandalism
27925,2010-07-14 00:00:00,2100 Block 30th St,Burglary
27926,2013-02-11 00:00:00,10th St & University Ave,Vandalism
27927,2009-08-18 00:00:00,4500 Block 19th St,Vandalism
27928,2011-10-20 00:00:00,3300 Block 28th St,Trespassing
27929,2010-12-26 00:00:00,3000 Block Washington St,Vandalism
27930,2009-08-22 00:00:00,800 Block Pearl St,Trespassing
27931,2008-09-22 00:00:00,1400 Block 19th St,Theft From Vehicle
27932,2008-04-07 00:00:00,200 Block Manhattan Dr,Sex Assault
27933,2008-10-14 00:00:00,1500 Block 16th St,Theft From Vehicle
27934,2008-02-20 00:00:00,1100 Block Lincoln Pl,Vandalism
27935,2009-05-30 00:00:00,1600 Block 29th St,Vandalism
27936,2009-07-14 00:00:00,Foothills Pkwy & Table Mesa Dr,Vandalism
27937,2010-04-24 00:00:00,4900 Block Broadway,Incident
27938,2010-12-28 00:00:00,1800 Block 33rd St,Vandalism
27939,2008-07-28 00:00:00,1800 Block Yaupon Ave,Theft From Vehicle
27940,2009-11-21 00:00:00,900 Block Pennsylvania Ave,Vandalism
27941,2009-07-24 00:00:00,10th St & Pleasant St,Vandalism
27942,2009-03-25 00:00:00,1900 Block Arapahoe Ave,Vandalism
27943,2009-11-02 00:00:00,700 Block Brooklawn Dr,Vandalism
27944,2009-04-21 00:00:00,1800 Block Baseline Rd,Vandalism
27945,2010-03-19 00:00:00,1100 Block Pennsylvania Ave,Vandalism
27946,2011-07-30 00:00:00,1100 Block 13th St,Trespassing
27947,2010-11-22 00:00:00,1300 Block Pearl St,Trespassing
27948,2009-03-19 00:00:00,500 Block 27th Way,Vandalism
27949,2010-03-18 00:00:00,1600 Block Pine St,Vandalism
27950,2011-07-29 00:00:00,1700 Block 15th St,Incident
27951,2009-04-07 00:00:00,2100 Block Canyon Blvd,Vandalism
27952,2010-02-18 00:00:00,1000 Block Kent St,Trespassing
27953,2010-12-27 00:00:00,2900 Block Eagle Way,Incident
27954,2008-08-29 00:00:00,3400 Block Heidelberg Dr,Auto Theft
27955,2011-11-28 00:00:00,1800 Block Arapahoe Ave,Vandalism
27956,2009-06-26 00:00:00,1100 Block 13th St,Vandalism
27957,2008-08-24 00:00:00,2800 Block Kalmia Ave,Burglary
27958,2011-11-29 00:00:00,2900 Block Baseline Rd,Vandalism
27959,2009-11-14 00:00:00,3200 Block Foundry Pl,Burglary
27960,2009-11-08 00:00:00,10th St & Euclid Ave,Sex Assault
27961,2012-03-11 00:00:00,1100 Block Grandview Ave,Burglary
27962,2009-02-09 00:00:00,700 Block 38th St,Vandalism
27963,2011-07-31 00:00:00,2400 Block Central Ave,Trespassing
27964,2009-01-07 00:00:00,1100 Block College Ave,Burglary
27965,2009-11-11 00:00:00,2900 Block E Aurora Ave,Incident
27966,2010-07-05 00:00:00,3500 Block Arthur Ct,Vandalism
27967,2008-02-01 00:00:00,Crime occurred at an unknown location,Sex Assault
27968,2012-03-03 00:00:00,1400 Block Pearl St,Trespassing
27969,2009-08-16 00:00:00,1000 Block 13th St,Burglary
27970,2012-01-13 00:00:00,4800 Block Riverbend Rd,Trespassing
27971,2011-11-29 00:00:00,1100 Block Pleasant St,Theft Of Car Parts
27972,2017-12-02 00:00:00,700 Block 31st St,Vandalism
27973,2008-12-20 00:00:00,2000 Block Arapahoe Ave,Burglary
27974,2010-05-27 00:00:00,800 Block Pearl St,Trespassing
27975,2009-09-15 00:00:00,4900 Block Osage Dr,Theft From Vehicle
27976,2010-07-09 00:00:00,300 Block Arapahoe Ave,Trespassing
27977,2008-09-12 00:00:00,1800 Block Joliet Way,Burglary
27978,2009-11-25 00:00:00,1600 Block 30th St,Trespassing
27979,2010-12-06 00:00:00,Apache Rd & Mohawk Dr,Vandalism
27980,2008-12-12 00:00:00,1400 Block Mapleton Ave,Burglary
27981,2012-05-09 00:00:00,1100 Block 35th St,Theft From Vehicle
27982,2009-06-16 00:00:00,2800 Block Mapleton Av,Theft From Vehicle
27983,2012-10-11 00:00:00,800 Block Grant Pl,Vandalism
27984,2010-05-09 00:00:00,3400 Block Colorado Ave,Burglary
27985,2012-07-28 00:00:00,1100 Block Pearl St,Trespassing
27986,2009-04-03 00:00:00,3000 Block Broadway,Recovery
27987,2008-10-23 00:00:00,900 Block Broadway,Theft From Vehicle
27988,2010-04-13 00:00:00,2400 Block Spruce St,Vandalism
27989,2008-01-05 00:00:00,4800 Block 6th St,Burglary
27990,2009-06-04 00:00:00,2700 Block Emerson Ave,Theft From Vehicle
27991,2011-03-09 00:00:00,3950 Block Broadway,Vandalism
27992,2010-05-28 00:00:00,1800 Block 30th St,Burglary
27993,2010-06-14 00:00:00,1400 Block 19th St,Vandalism
27994,2009-01-04 00:00:00,5300 Block Deer Creek Ct,Vandalism
27995,2010-05-15 00:00:00,1900 Block 11th St,Trespassing
27996,2012-11-24 00:00:00,2800 Block Moorhead Ave,Burglary
27997,2010-08-06 00:00:00,600 Block 30th St,Theft From Vehicle
27998,2008-09-01 00:00:00,3000 Block Oneal Pkwy,Theft From Vehicle
27999,2008-04-24 00:00:00,800 Block 11th St,Burglary
28000,2009-06-20 00:00:00,1900 Block 28th St,Theft From Vehicle
28001,2011-09-19 00:00:00,4800 Block Osage Dr,Theft Of Car Parts
28002,2012-06-14 00:00:00,2600 Block Mapleton Ave,Vandalism
28003,2009-02-04 00:00:00,1400 Block Folsom St,Trespassing
28004,2011-02-18 00:00:00,3000 Block 28th St,Assault
28005,2010-05-18 00:00:00,3600 Block Moorhead Ave,Vandalism
28006,2009-08-11 00:00:00,1000 Block 14th St,Vandalism
28007,2008-09-06 00:00:00,1900 Block 28th St,Burglary
28008,2009-10-23 00:00:00,5900 Block Longbow Dr,Trespassing
28009,2010-12-04 00:00:00,2800 Block 10th St,Vandalism
28010,2017-12-02 00:00:00,1500 Block Oak Ave,Auto Theft
28011,2008-07-31 00:00:00,27th Way & Moorhead Ave,Trespassing
28012,2008-06-29 00:00:00,1300 Block Canyon Blvd,Trespassing
28013,2009-07-29 00:00:00,1700 Block Garland Ln,Sex Assault
28014,2009-11-19 00:00:00,1000 Block 13th St,Vandalism
28015,2009-09-06 00:00:00,900 Block 10th St,Vandalism
28016,2010-01-06 00:00:00,1500 Block 48th St,Burglary
28017,2009-10-26 00:00:00,1700 Block Arapahoe Ave,Vandalism
28018,2008-03-25 00:00:00,300 Block Evergreen Ave,Theft From Vehicle
28019,2009-11-05 00:00:00,1500 Block Greenbriar Blvd,Burglary
28020,2010-12-27 00:00:00,3800 Block Birchwood Dr,Vandalism
28021,2008-10-18 00:00:00,Broadway & Mapleton Ave,Indecent Exposure
28022,2008-08-06 00:00:00,900 Block Grandview Ave,Vandalism
28023,2010-09-03 00:00:00,1100 Block Pearl St,Trespassing
28024,2009-12-15 00:00:00,2500 Block Baseline Rd,Trespassing
28025,2010-06-04 00:00:00,300 Block 30th St,Incident
28026,2009-11-20 00:00:00,3100 Block Bucknell Ct,Assault
28027,2009-10-04 00:00:00,3400 Block 22nd St,Vandalism
28028,2008-10-22 00:00:00,2600 Block Mapleton Ave,Vandalism
28029,2009-02-11 00:00:00,1000 Block Canyon Blvd,Vandalism
28030,2010-05-23 00:00:00,6th St & Canyon Bv,Auto Theft
28031,2008-12-19 00:00:00,3300 Block 28th St,Incident
28032,2010-08-24 00:00:00,1100 Block University Ave,Burglary
28033,2012-07-20 00:00:00,600 Block Spruce St,Vandalism
28034,2009-10-26 00:00:00,1500 Block Grove St,Vandalism
28035,2009-03-12 00:00:00,1600 Block Arapahoe Ave,Assault
28036,2012-12-23 00:00:00,1300 Block 28th St,Burglary
28037,2008-08-21 00:00:00,3100 Block Madison Ave,Incident
28038,2010-04-04 00:00:00,1800 Block Alpine Ave,Incident
28039,2013-01-30 00:00:00,900 Block Pearl St,Trespassing
28040,2008-10-02 00:00:00,1400 Block Yarmouth Ave,Vandalism
28041,2009-08-11 00:00:00,800 Block Pearl St,Trespassing
28042,2012-01-22 00:00:00,3000 Block Center Green Dr,Vandalism
28043,2012-01-13 00:00:00,2900 Block Kalmia Ave,Vandalism
28044,2009-10-15 00:00:00,19th St & Cascade Ave,Assault
28045,2008-10-25 00:00:00,1200 Block Pleasant St,Burglary
28046,2009-10-19 00:00:00,00 Block S Boulder Cir,Theft From Vehicle
28047,2008-06-18 00:00:00,2900 Block Shady Hollow E,Assault
28048,2008-08-29 00:00:00,2300 Block 20th St,Vandalism
28049,2008-01-04 00:00:00,1700 Block Sumac Ave,Vandalism
28050,2012-06-07 00:00:00,1400 Block Pearl St,Assault
28051,2011-01-12 00:00:00,3700 Block Baseline Rd,Incident
28052,2008-04-06 00:00:00,2600 Block 4th St,Burglary
28053,2010-03-29 00:00:00,200 Block S 39th St,Theft From Vehicle
28054,2011-08-02 00:00:00,1085 Block Broadway,Vandalism
28055,2010-06-25 00:00:00,2800 Block Pearl St,Trespassing
28056,2008-01-10 00:00:00,3100 Block Broadway,Burglary
28057,2009-07-17 00:00:00,2900 Block E Aurora Ave,Vandalism
28058,2009-03-01 00:00:00,2200 Block Spruce St,Burglary
28059,2009-06-06 00:00:00,7200 Block Augusta Dr,Vandalism
28060,2010-03-25 00:00:00,2700 Block Moorhead Ave,Burglary
28061,2009-01-14 00:00:00,2700 Block Folsom St,Theft From Vehicle
28062,2008-11-30 00:00:00,1000 Block Pearl St,Assault
28063,2008-05-31 00:00:00,2500 Block Arapahoe Ave,Trespassing
28064,2008-03-29 00:00:00,1500 Block Wildwood Ln,Burglary
28065,2010-05-28 00:00:00,1600 Block 28th St,Vandalism
28066,2008-07-06 00:00:00,1800 Block Columbine Ave,Vandalism
28067,2010-07-06 00:00:00,5400 Block Illini Way,Vandalism
28068,2008-03-26 00:00:00,900 Block Pleasant St,Theft From Vehicle
28069,2008-02-13 00:00:00,500 Block Aztec Dr,Burglary
28070,2008-03-17 00:00:00,1100 Block 12th St,Vandalism
28071,2008-03-20 00:00:00,2245 Block Broadway,Vandalism
28072,2009-05-26 00:00:00,1500 Block Cascade Ave,Burglary
28073,2008-08-18 00:00:00,2700 Block Arapahoe Ave,Trespassing
28074,2008-12-18 00:00:00,1000 Block University Ave,Vandalism
28075,2009-02-27 00:00:00,1900 Block Alpine Ave,Burglary
28076,2012-04-06 00:00:00,1800 Block 17th St,Sex Assault
28077,2011-02-19 00:00:00,1800 Block Broadway,Sex Assault
28078,2009-03-11 00:00:00,2800 Block Kalmia Ave,Theft From Vehicle
28079,2009-05-23 00:00:00,4800 Block Baseline Rd,Vandalism
28080,2008-05-21 00:00:00,200 Block Pearl St,Vandalism
28081,2008-10-25 00:00:00,300 Block Broadway,Incident
28082,2009-03-03 00:00:00,1100 Block 13th St,Vandalism
28083,2010-05-23 00:00:00,1300 Block 9th St,Theft From Vehicle
28084,2012-08-04 00:00:00,3600 Block Table Mesa Dr,Vandalism
28085,2008-12-18 00:00:00,1900 Block Mariposa Ave,Vandalism
28086,2011-06-22 00:00:00,3100 Block Bucknell Ct,Vandalism
28087,2010-04-05 00:00:00,2300 Block Goss St,Vandalism
28088,2008-11-07 00:00:00,1700 Block Canyon Blvd,Burglary
28089,2008-04-03 00:00:00,2000 Block Canyon Bv,Burglary
28090,2009-11-30 00:00:00,400 Block S 42nd St,Theft From Vehicle
28091,2010-05-28 00:00:00,1600 Block Broadway,Sex Assault
28092,2009-05-01 00:00:00,1200 Block Kalmia Ave,Theft From Vehicle
28093,2010-07-19 00:00:00,1900 Block Arapahoe Ave,Vandalism
28094,2011-08-01 00:00:00,2600 Block Valmont Rd,Motorcycle Theft
28095,2010-05-24 00:00:00,1100 Block Pearl St,Theft From Vehicle
28096,2012-12-06 00:00:00,4800 Block Sentinel Dr,Theft From Vehicle
28097,2010-05-23 00:00:00,2500 Block 49th St,Burglary
28098,2009-01-30 00:00:00,1100 Block Walnut St,Incident
28099,2008-02-24 00:00:00,1900 Block Alpine Ave,Auto Theft
28100,2010-09-15 00:00:00,1900 Block Goss St,Vandalism
28101,2012-06-20 00:00:00,4000 Block Broadway,Vandalism
28102,2008-07-28 00:00:00,Canyon Blvd & Folsom St,Incident
28103,2008-08-11 00:00:00,2500 Block Arapahoe Ave,Trespassing
28104,2008-03-15 00:00:00,900 Block 28th St,Vandalism
28105,2010-02-07 00:00:00,1100 Block Balsam Ave,Assault
28106,2012-06-19 00:00:00,300 Block Pearl St,Burglary
28107,2008-05-25 00:00:00,1700 Block Broadway,Trespassing
28108,2008-07-18 00:00:00,4800 Block Baldwin Pl,Theft From Vehicle
28109,2018-01-16 00:00:00,300 Block 28th St,Theft From Vehicle
28110,2009-10-12 00:00:00,5400 Block Pearl Py,Burglary
28111,2009-06-03 00:00:00,2540 Block Arapahoe Av,Trespassing
28112,2012-12-06 00:00:00,700 Block 19th St,Vandalism
28113,2008-02-29 00:00:00,3200 Block Redstone Rd,Vandalism
28114,2008-04-24 00:00:00,900 Block S Broadway,Vandalism
28115,2009-02-21 00:00:00,1000 Block Arapahoe Ave,Incident
28116,2008-03-21 00:00:00,3200 Block 47th St,Theft From Vehicle
28117,2008-08-07 00:00:00,1700 Block 28th St,Trespassing
28118,2011-06-22 00:00:00,4800 Block Baseline Rd,Trespassing
28119,2012-06-19 00:00:00,3500 Block Nottingham Ct,Assault
28120,2008-10-13 00:00:00,1100 Block 10th St,Burglary
28121,2010-02-26 00:00:00,1100 Block 10th St,Vandalism
28122,2010-02-25 00:00:00,2700 Block Baseline Rd,Theft From Vehicle
28123,2009-04-11 00:00:00,4000 Block Gilpin Dr,Vandalism
28124,2009-04-26 00:00:00,3100 Block 34th St,Assault
28125,2011-07-23 00:00:00,1700 Block Aurora Ave,Theft From Vehicle
28126,2008-05-29 00:00:00,1700 Block 29th St,Vandalism
28127,2012-08-02 00:00:00,800 Block Pearl St,Trespassing
28128,2009-02-11 00:00:00,1700 Block 17th St,Vandalism
28129,2008-03-22 00:00:00,3000 Block Edison Ct,Theft From Vehicle
28130,2011-09-13 00:00:00,1600 Block 29th St,Theft From Vehicle
28131,2008-01-23 00:00:00,900 Block Pearl St,Trespassing
28132,2012-06-19 00:00:00,3100 Block 28th St,Trespassing
28133,2009-06-01 00:00:00,300 Block Broadway,Sex Assault
28134,2008-05-01 00:00:00,3500 Block Arthur Ct,Theft From Vehicle
28135,2010-04-09 00:00:00,200 Block Manhattan Dr,Vandalism
28136,2008-06-10 00:00:00,4700 Block Table Mesa Dr,Burglary
28137,2012-08-02 00:00:00,900 Block 7th St,Trespassing
28138,2012-07-18 00:00:00,2100 Block Mapleton Ave,Incident
28139,2010-05-10 00:00:00,2900 Block E Aurora Ave,Burglary
28140,2008-05-13 00:00:00,3100 Block E Sterling Cr,Vandalism
28141,2008-02-29 00:00:00,4400 Block Hamilton Ct,Trespassing
28142,2009-08-19 00:00:00,800 Block Euclid Ave,Theft From Vehicle
28143,2008-12-05 00:00:00,2700 Block Taft Dr,Theft Of Car Parts
28144,2013-09-04 00:00:00,2100 Block Central Ave,Theft From Vehicle
28145,2008-05-17 00:00:00,1800 Block Broadway,Vandalism
28146,2009-03-11 00:00:00,2900 Block Eagle Way,Theft From Vehicle
28147,2008-10-26 00:00:00,Benthaven Pl & Lehigh St,Theft From Vehicle
28148,2009-02-06 00:00:00,2800 Block E College Ave,Trespassing
28149,2010-05-09 00:00:00,3400 Block Colorado Ave,Burglary
28150,2011-10-11 00:00:00,800 Block 16th St,Vandalism
28151,2010-04-14 00:00:00,1000 Block 35th St,Burglary
28152,2010-07-02 00:00:00,800 Block Alpine Ave,Theft From Vehicle
28153,2010-06-28 00:00:00,2400 Block Central Ave,Theft From Vehicle
28154,2008-10-04 00:00:00,2700 Block Canyon Blvd,Theft From Vehicle
28155,2010-03-18 00:00:00,700 Block 18th St,Theft From Vehicle
28156,2009-08-19 00:00:00,2800 Block Elm Ave,Vandalism
28157,2009-07-23 00:00:00,600 Block Canyon Blvd,Theft From Vehicle
28158,2012-08-06 00:00:00,1100 Block 11th St,Vandalism
28159,2011-07-22 00:00:00,5300 Block Western Ave,Vandalism
28160,2009-08-11 00:00:00,2500 Block Pine St,Vandalism
28161,2010-10-30 00:00:00,3000 Block Valmont Rd,Auto Theft
28162,2008-10-16 00:00:00,1300 Block Gillaspie Dr,Vandalism
28163,2008-01-19 00:00:00,400 Block S 39th St,Sex Assault
28164,2009-02-07 00:00:00,1600 Block 19th St,Vandalism
28165,2012-06-27 00:00:00,1200 Block Pearl St,Burglary
28166,2010-09-10 00:00:00,1600 Block Arapahoe Ave,Burglary
28167,2008-10-16 00:00:00,1800 Block Broadway,Vandalism
28168,2009-07-21 00:00:00,300 Block Ponca Pl,Vandalism
28169,2010-06-21 00:00:00,3100 Block 34th St,Recovery
28170,2009-10-09 00:00:00,900 Block Grandview Ave,Auto Theft
28171,2008-04-14 00:00:00,800 Block Ithica Dr,Theft From Vehicle
28172,2008-11-01 00:00:00,2100 Block Jordan Pl,Theft From Vehicle
28173,2010-06-26 00:00:00,4600 Block 17th St,Vandalism
28174,2008-11-02 00:00:00,2600 Block Stanford Ave,Burglary
28175,2010-12-10 00:00:00,4800 Block Broadway,Auto Theft
28176,2010-06-01 00:00:00,2100 Block Table Mesa Dr,Sex Assault
28177,2010-05-10 00:00:00,1700 Block Aurora Ave,Vandalism
28178,2012-04-24 00:00:00,2900 Block Glenwood Dr,Vandalism
28179,2009-02-01 00:00:00,1300 Block 19th St,Burglary
28180,2009-07-26 00:00:00,1000 Block Pearl St,Vandalism
28181,2009-05-10 00:00:00,100 Block Pearl St,Theft From Vehicle
28182,2008-08-08 00:00:00,1900 Block Norwood Ave,Burglary
28183,2008-04-11 00:00:00,3600 Block Table Mesa Dr,Vandalism
28184,2010-07-08 00:00:00,1000 Block Arapahoe Ave,Auto Theft
28185,2009-05-22 00:00:00,1000 Block 11th St,Burglary
28186,2009-05-20 00:00:00,1000 Block Grant Pl,Vandalism
28187,2011-08-26 00:00:00,1700 Block Broadway,Trespassing
28188,2009-01-13 00:00:00,900 Block Pleasant St,Vandalism
28189,2011-06-19 00:00:00,Chisholm Trl & Iris Ave,Vandalism
28190,2009-04-14 00:00:00,5000 Block Pearl Pkwy,Vandalism
28191,2009-10-02 00:00:00,500 Block 27th Way,Trespassing
28192,2009-11-06 00:00:00,1000 Block Lee Hill Dr,Theft From Vehicle
28193,2010-12-30 00:00:00,30th St & Diagonal Hwy,Vandalism
28194,2010-06-09 00:00:00,1100 Block Balsam Ave,Vandalism
28195,2010-06-03 00:00:00,1100 Block Portland Pl,Sex Assault
28196,2009-11-24 00:00:00,4200 Block Apache Rd,Vandalism
28197,2010-06-20 00:00:00,2900 Block E Aurora Ave,Theft From Vehicle
